transaction_id,ts,user_id,country,city,product_id,category,subcategory,unit_price,qty,discount_code,payment_type,device,channel,referrer,is_return,return_date,status,notes
WMOAPwWHirTI,2025-08-19 06:49:03,1236,US,New York,1284,Beauté,Cheveux,71.27,1,,crypto,desktop,web,friend,0,,paid,
rEVpjFpV19pY,2025-09-03 00:49:43,485,CA,Québec,1087,Maison,Décoration,28.92,1,,crypto,mobile,app,tiktok,0,,paid,
88qReOfMlILI,2025-08-04 12:41:27,45,CA,Toronto,1258,Beauté,Soins,30.63,2,STUDENT,interac,mobile,app,tiktok,0,,paid,
JVP9Tb465TKq,2025-08-29 04:21:38,1037,FR,Marseille,1021,Électronique,Écouteurs,21.91,2,,card,mobile,app,friend,0,,paid,
yhQhU07jmk5c,2025-09-26 15:44:18,1275,MA,Marrakech,1066,Maison,Cuisine,23.66,1,,paypal,mobile,web,tiktok,0,,paid,
oPphShL25J43,2025-10-07 02:12:46,244,DE,Munich,1268,Beauté,Maquillage,19.69,1,,crypto,mobile,web,friend,0,,paid,
qEPO1cV7c8Ce,2025-07-31 09:45:55,62,CA,Ottawa,1023,Électronique,Écouteurs,12.03,1,BLACKFRIDAY,crypto,mobile,app,newsletter,0,,paid,
WLWN8Q08fR7k,2025-10-04 17:26:55,264,US,San Francisco,1128,Mode,Chaussures,25.79,1,,card,mobile,web,direct,0,,paid,
XucpwwR9c8cz,2025-07-20 08:38:44,110,US,Seattle,1011,Électronique,Téléphones,19.44,1,ÉTÉ2025,interac,mobile,boutique,tiktok,0,,pending,
yr9dFCBO6nXI,2025-07-28 07:09:50,100,CA,Vancouver,1159,Mode,Vêtements,34.07,1,WELCOME10,card,desktop,web,tiktok,0,,pending,
XqhPx8Y7XsrS,2025-08-01 08:35:19,461,FR,Marseille,1147,Mode,Vêtements,12.68,5,WELCOME10,crypto,mobile,boutique,friend,0,,paid,
U9rZGaBkWIUQ,2025-07-25 14:26:27,754,CA,Gatineau,1135,Mode,Chaussures,53.25,1,,paypal,mobile,web,direct,0,,failed,
yjhfEUyboZa5,2025-09-07 07:16:44,1325,DE,Munich,1093,Maison,Décoration,20.83,1,,crypto,mobile,web,tiktok,0,,pending,
7iha9EUIdBQd,2025-08-05 09:05:55,1808,MA,Casablanca,1278,Beauté,Maquillage,25.4,1,,crypto,desktop,marketplace,friend,0,,failed,
C3zA9mWnVesz,2025-08-18 11:25:58,973,US,Boston,1140,Mode,Vêtements,27.49,1,BLACKFRIDAY,card,mobile,web,tiktok,0,,paid,"Paiement réessayé, ok"
Ems2RuUskFNn,2025-08-09 22:36:07,506,CA,Toronto,1230,Sport,Randonnée,17.03,1,,paypal,mobile,web,instagram,0,,paid,
8nnbVApkiqf2,2025-08-30 04:40:13,656,DE,Berlin,1187,Sport,Fitness,23.66,3,BLACKFRIDAY,crypto,mobile,web,tiktok,0,,paid,
vGXsGOB19m2p,2025-10-12 15:10:38,1705,DE,Hamburg,1175,Mode,Accessoires,37.1,1,,paypal,tablet,web,newsletter,0,,paid,
CyiQe1hbaEgC,2025-10-02 21:34:14,1663,CA,Montréal,1266,Beauté,Maquillage,55.49,5,,paypal,mobile,web,google,0,,paid,
KKjauSNqifb2,2025-07-29 23:46:56,1059,DE,Berlin,1256,Beauté,Soins,46.22,3,,paypal,mobile,web,friend,0,,paid,
hBqcNBYU3lCV,2025-09-22 18:36:12,547,CA,Ottawa,1059,Électronique,Tablettes,39.96,1,STUDENT,paypal,desktop,web,instagram,0,,paid,
xYPFjYEWKzIC,2025-08-29 04:35:31,1697,DE,Berlin,1149,Mode,Vêtements,28.46,1,,paypal,mobile,web,newsletter,0,,paid,
uXoscIHRogpb,2025-08-04 08:38:57,522,CA,Montréal,1017,Électronique,Téléphones,28.71,1,WELCOME10,paypal,mobile,marketplace,google,0,,paid,
MEkzoJ4n33aY,2025-08-22 00:40:56,1175,US,Seattle,1131,Mode,Chaussures,25.39,5,,interac,tablet,web,direct,0,,paid,
q4XcHC6XYX4b,2025-09-21 11:13:03,161,US,Seattle,1009,Électronique,Téléphones,32.18,1,BLACKFRIDAY,paypal,desktop,web,direct,0,,paid,
VvAM25lx59mw,2025-08-26 15:44:50,514,CA,Vancouver,1150,Mode,Vêtements,27.81,1,,paypal,mobile,web,instagram,0,,paid,
EOfHl2wBqCoq,2025-08-31 06:06:01,424,US,San Francisco,1175,Mode,Accessoires,37.1,1,WELCOME10,crypto,tablet,boutique,friend,0,,paid,
XJcaIASTUm1j,2025-10-14 05:10:46,419,FR,Toulouse,1106,Maison,Literie,63.0,2,,interac,mobile,web,friend,0,,paid,"Livraison express, signature exigée"
NTnhYwfeeEZU,2025-10-12 10:45:01,460,US,San Francisco,1013,Électronique,Téléphones,9.42,3,WELCOME10,crypto,mobile,app,tiktok,0,,paid,
uRtu2LJCZV88,2025-09-04 05:34:40,1897,MA,Casablanca,1154,Mode,Vêtements,28.4,3,BLACKFRIDAY,card,tablet,marketplace,tiktok,0,,failed,
K8wvYUUgKLn4,2025-07-02 13:04:31,433,FR,Toulouse,1208,Sport,Cyclisme,31.74,1,ÉTÉ2025,card,mobile,web,google,0,,paid,
917LB0lt5qKd,2025-08-08 12:16:57,1588,FR,Marseille,1245,Beauté,Soins,20.75,2,ÉTÉ2025,interac,mobile,web,newsletter,0,,paid,
Z84Js3JtvVH3,2025-09-02 22:38:52,1455,US,Boston,1031,Électronique,Écouteurs,61.94,1,,paypal,mobile,web,google,0,,paid,"Nom cont… ""Dupont, Jean"""
PecRH8cEWDhF,2025-08-13 10:36:22,382,US,Seattle,1027,Électronique,Écouteurs,29.6,3,,interac,desktop,web,direct,0,,refunded,
YEIPPvGdwN7h,2025-07-28 14:39:16,1118,MA,Rabat,1056,Électronique,Tablettes,16.13,1,ÉTÉ2025,paypal,desktop,web,friend,0,,paid,
sySyPpUHzZEx,2025-09-06 20:02:09,1911,US,Seattle,1064,Maison,Cuisine,36.83,1,,crypto,mobile,marketplace,friend,0,,failed,
h7heRkS0pUMq,2025-07-03 18:22:07,545,US,Boston,1258,Beauté,Soins,30.63,1,,interac,mobile,app,newsletter,0,,paid,
Kxac75iEcyy5,2025-07-29 07:23:48,412,DE,Hamburg,1180,Sport,Fitness,33.54,5,ÉTÉ2025,interac,desktop,app,google,0,,refunded,
eYHuyimsoOeK,2025-07-03 23:09:42,491,US,Boston,1094,Maison,Décoration,20.16,1,,card,desktop,web,instagram,0,,paid,
FF6s1prItB86,2025-07-25 18:51:40,1259,MA,Rabat,1099,Maison,Décoration,21.82,1,,crypto,tablet,boutique,newsletter,0,,paid,
cjtTL7mFw8EG,2025-08-01 17:58:27,1903,MA,Casablanca,1151,Mode,Vêtements,29.17,1,ÉTÉ2025,crypto,desktop,app,newsletter,0,,paid,
e7GzrBaakZgI,2025-07-17 19:42:48,1155,US,Boston,1089,Maison,Décoration,31.71,2,BLACKFRIDAY,paypal,mobile,web,friend,0,,paid,"Promo appliquée, vérifier le cumul"
NgflKO1wMaQA,2025-08-27 07:01:21,1918,FR,Lyon,1242,Beauté,Soins,31.58,1,,paypal,tablet,web,instagram,0,,paid,
fjdWFj60X0fQ,2025-07-08 09:57:14,611,FR,Marseille,1266,Beauté,Maquillage,55.49,1,,card,tablet,web,tiktok,0,,paid,
Mdp7gu1pwTg3,2025-10-09 14:29:15,1748,MA,Casablanca,1041,Électronique,Tablettes,26.73,1,BLACKFRIDAY,crypto,mobile,web,tiktok,0,,paid,
jNgxv422esYI,2025-08-02 15:25:29,1460,MA,Casablanca,1118,Maison,Literie,43.44,5,ÉTÉ2025,crypto,desktop,web,tiktok,0,,paid,
Wr4JPiA75WJS,2025-08-06 07:00:41,277,US,San Francisco,1026,Électronique,Écouteurs,13.8,3,STUDENT,paypal,mobile,web,instagram,0,,paid,
NuGYEalTsPOs,2025-08-23 06:43:57,1808,FR,Marseille,1195,Sport,Fitness,29.74,1,,paypal,desktop,app,tiktok,0,,paid,
gjlMCf671vZh,2025-08-17 15:27:59,1432,FR,Paris,1120,Mode,Chaussures,36.43,1,,card,desktop,app,direct,0,,failed,
JkqLBAu4nYhf,2025-10-10 03:09:50,1551,CA,Toronto,1138,Mode,Chaussures,36.85,1,STUDENT,paypal,mobile,boutique,instagram,0,,paid,
2l3V0b9938IE,2025-09-25 12:18:41,206,MA,Casablanca,1107,Maison,Literie,26.77,1,WELCOME10,crypto,mobile,web,instagram,0,,paid,
OoTI1BPXY8Rb,2025-08-30 20:02:41,189,FR,Marseille,1042,Électronique,Tablettes,23.15,5,WELCOME10,card,mobile,web,google,0,,paid,
O7eogYQzGEhc,2025-10-01 20:52:41,382,FR,Marseille,1248,Beauté,Soins,59.31,1,BLACKFRIDAY,paypal,desktop,web,instagram,0,,pending,
l64zoTiTKkwO,2025-08-07 14:46:33,1222,DE,Munich,1176,Mode,Accessoires,24.69,1,STUDENT,interac,mobile,web,tiktok,0,,paid,
79VlI4POuCwi,2025-10-15 01:29:00,1707,MA,Casablanca,1210,Sport,Cyclisme,32.64,3,WELCOME10,crypto,desktop,app,direct,0,,paid,
xThSdYmc9QHa,2025-07-24 01:53:15,1746,FR,Lyon,1113,Maison,Literie,84.07,2,WELCOME10,interac,desktop,web,friend,0,,paid,
mmzDctb8HxpN,2025-08-24 16:27:07,175,DE,Hamburg,1029,Électronique,Écouteurs,21.2,5,,crypto,desktop,web,direct,0,,paid,
MZWrbw4NnMzB,2025-07-29 09:02:09,1795,CA,Ottawa,1159,Mode,Vêtements,34.07,-3,,paypal,desktop,web,google,1,2025-08-08,paid,
RV3VAQc5FUsT,2025-07-12 07:01:47,771,CA,Montréal,1267,Beauté,Maquillage,12.0,2,,crypto,desktop,web,newsletter,0,,paid,
JEIHDIjdqKxP,2025-08-28 01:02:11,1141,FR,Lyon,1194,Sport,Fitness,26.75,1,BLACKFRIDAY,interac,desktop,boutique,google,0,,paid,
AdsMHhqIJox6,2025-08-31 03:06:48,154,MA,Casablanca,1163,Mode,Accessoires,16.28,2,STUDENT,crypto,mobile,web,google,0,,paid,
33ZF9t46ZrIx,2025-07-23 06:03:24,706,CA,Ottawa,1133,Mode,Chaussures,31.09,2,WELCOME10,interac,mobile,web,instagram,0,,paid,
BVeOgCjVhRqu,2025-09-03 17:45:49,1262,DE,Munich,1017,Électronique,Téléphones,28.71,1,STUDENT,paypal,mobile,app,instagram,0,,paid,
LZ8IQjz6nmSN,2025-09-09 13:06:53,88,DE,Munich,1282,Beauté,Cheveux,54.22,3,STUDENT,crypto,mobile,app,tiktok,0,,paid,"Paiement réessayé, ok"
ifgxt949hyJ6,2025-08-26 19:52:27,216,US,San Francisco,1167,Mode,Accessoires,63.33,3,STUDENT,interac,desktop,app,tiktok,0,,paid,"Livraison express, signature exigée"
RITm2NJVy8mN,2025-07-13 12:09:26,1527,DE,Hamburg,1144,Mode,Vêtements,27.94,1,WELCOME10,card,mobile,app,tiktok,0,,paid,
CiC8xT1jfHRp,2025-07-18 03:37:40,216,FR,Lyon,1040,Électronique,Tablettes,35.49,2,WELCOME10,card,mobile,app,google,0,,refunded,
JYE7927j8iqx,2025-09-10 05:43:47,1267,CA,Montréal,1238,Sport,Randonnée,17.62,1,,interac,mobile,web,friend,0,,paid,
31Tkudh5of43,2025-10-06 09:40:43,1174,US,Seattle,1126,Mode,Chaussures,14.95,1,,card,mobile,web,friend,0,,pending,
PaRKLpDDNQlF,2025-08-26 06:16:57,1480,US,Boston,1256,Beauté,Soins,46.22,1,ÉTÉ2025,paypal,desktop,web,direct,0,,paid,
rphC7qgOFUJD,2025-10-15 06:10:22,143,FR,Marseille,1092,Maison,Décoration,17.27,1,BLACKFRIDAY,card,mobile,app,friend,0,,paid,
nplxRdtvecKy,2025-10-07 23:39:33,1652,MA,Marrakech,1087,Maison,Décoration,28.92,1,,card,desktop,boutique,instagram,0,,paid,
1syxqSlt5wpu,2025-08-06 13:34:57,517,US,San Francisco,1032,Électronique,Écouteurs,24.37,1,,crypto,mobile,web,newsletter,0,,paid,
U5drwv4IPVB0,2025-08-02 22:47:59,390,US,San Francisco,1294,Beauté,Cheveux,29.33,3,STUDENT,paypal,mobile,marketplace,friend,0,,paid,
9XPjbo4QD7wr,2025-09-09 10:35:03,703,US,Boston,1164,Mode,Accessoires,39.71,1,STUDENT,card,mobile,app,direct,0,,pending,
izk8ICjCnZQx,2025-09-03 08:49:16,1118,MA,Marrakech,1007,Électronique,Téléphones,36.01,3,,interac,mobile,app,newsletter,0,,pending,
msz8jekLTBNs,2025-07-24 20:45:53,1918,DE,Berlin,1025,Électronique,Écouteurs,25.93,1,,interac,tablet,web,newsletter,0,,paid,
Sf2gB0Gh2HZX,2025-09-29 12:08:32,817,FR,Toulouse,1154,Mode,Vêtements,28.4,3,,interac,desktop,boutique,tiktok,0,,paid,
s3xAGgFKUqgD,2025-07-07 00:26:49,1578,DE,Munich,1016,Électronique,Téléphones,14.78,2,WELCOME10,paypal,mobile,web,google,0,,paid,
3XSttH99p5Sj,2025-08-01 19:42:07,1888,MA,Rabat,1173,Mode,Accessoires,29.1,3,BLACKFRIDAY,crypto,mobile,web,instagram,1,,paid,
Ztr1VkAd7wlX,2025-07-19 18:11:31,1012,FR,Paris,1053,Électronique,Tablettes,33.31,2,,interac,desktop,app,direct,0,,paid,
5xdL5XoChRxe,2025-07-11 21:13:26,1511,FR,Lyon,1019,Électronique,Téléphones,12.11,1,,crypto,desktop,web,direct,0,,paid,
BYCAPhZI0W9s,2025-08-04 02:21:47,793,CA,Montréal,1200,Sport,Cyclisme,29.34,1,,paypal,mobile,boutique,google,0,,pending,
Ex4lJInESMoX,2025-10-02 04:45:51,801,CA,Ottawa,1295,Beauté,Cheveux,17.35,1,STUDENT,card,tablet,web,newsletter,0,,paid,
uGPXcN20LWqP,2025-10-09 01:03:22,62,MA,Casablanca,1184,Sport,Fitness,21.94,1,,crypto,desktop,marketplace,tiktok,0,,paid,
yXxpZluObYzb,2025-07-25 16:45:34,853,DE,Hamburg,1103,Maison,Literie,16.43,3,,paypal,tablet,boutique,instagram,0,,paid,
wU0QBEAaCeel,2025-07-07 21:15:25,1289,MA,Marrakech,1227,Sport,Randonnée,14.31,1,,crypto,desktop,marketplace,friend,0,,paid,"Client a dit: ""excellent, merci !"""
fVxVHAVtGq62,2025-08-18 16:20:37,1857,CA,Montréal,1062,Maison,Cuisine,14.11,1,,crypto,mobile,app,friend,0,,paid,
nDCaA2pAn564,2025-10-10 20:39:57,349,DE,Hamburg,1049,Électronique,Tablettes,10.16,3,,card,mobile,app,newsletter,0,,paid,
ef5pC7iq52mG,2025-09-10 23:06:50,1030,DE,Hamburg,1286,Beauté,Cheveux,22.74,5,WELCOME10,card,tablet,web,direct,0,,paid,⚠️ Douanes: formulaire requis
Wq0D1UiTlRkN,2025-08-29 15:45:21,706,FR,Lyon,1203,Sport,Cyclisme,41.55,1,BLACKFRIDAY,card,mobile,app,friend,0,,paid,
NEkaT5dZdvrx,2025-10-02 16:03:54,1652,CA,Toronto,1142,Mode,Vêtements,10.98,1,,paypal,mobile,web,friend,0,,paid,
cfTcmv6wJSML,2025-10-09 22:45:44,745,MA,Casablanca,1190,Sport,Fitness,19.62,1,WELCOME10,crypto,tablet,app,google,0,,paid,
QHJM4HaC4Juv,2025-10-05 08:29:33,161,DE,Hamburg,1233,Sport,Randonnée,17.71,3,,crypto,mobile,boutique,direct,0,,paid,
2aFR4iZHkFsX,2025-08-05 00:06:14,1059,FR,Toulouse,1264,Beauté,Maquillage,21.62,1,,paypal,mobile,app,friend,0,,refunded,
54siyd3BYjsh,2025-08-10 15:37:24,733,MA,Casablanca,1101,Maison,Literie,19.88,-5,,card,mobile,web,tiktok,1,2025-08-29,paid,"Nom cont… ""Dupont, Jean"""
CsdHPduPvfMN,2025-08-03 17:01:55,215,FR,Paris,1191,Sport,Fitness,37.64,1,,card,mobile,marketplace,google,0,,pending,
Y4bSwSnJOTIw,2025-10-11 18:41:46,541,DE,Hamburg,1161,Mode,Accessoires,36.36,5,,card,desktop,web,friend,0,,paid,
goxIFvqx6cPL,2025-08-13 10:47:48,1873,CA,Montréal,1241,Beauté,Soins,23.16,2,,card,desktop,web,instagram,0,,paid,
LLzBwf6vVKrT,2025-09-28 16:14:09,64,DE,Berlin,1171,Mode,Accessoires,16.32,1,,paypal,tablet,boutique,tiktok,0,,paid,"Client a dit: ""excellent, merci !"""
xCFZDGZ3CwPQ,2025-09-22 15:47:48,1189,US,Seattle,1163,Mode,Accessoires,16.28,1,,paypal,desktop,app,google,0,,paid,
MXGlEGjbVVAv,2025-07-03 02:36:56,220,US,San Francisco,1188,Sport,Fitness,16.06,1,,interac,mobile,boutique,newsletter,0,,paid,
anpTVfentoAL,2025-10-10 18:31:07,1399,US,Seattle,1280,Beauté,Cheveux,25.97,3,,interac,mobile,app,newsletter,0,,paid,
yDTa1GLnmhHw,2025-08-09 14:57:59,398,CA,Québec,1181,Sport,Fitness,15.98,1,ÉTÉ2025,crypto,mobile,app,google,0,,paid,
zPDGdm1iXZv5,2025-08-11 00:57:01,1555,US,New York,1123,Mode,Chaussures,12.17,5,BLACKFRIDAY,crypto,desktop,app,tiktok,0,,paid,
qhImcKKqI6nr,2025-08-24 19:55:27,581,FR,Lyon,1291,Beauté,Cheveux,19.17,1,BLACKFRIDAY,card,desktop,web,friend,0,,paid,
1TQMgXt69LBf,2025-10-06 03:58:23,749,MA,Marrakech,1284,Beauté,Cheveux,71.27,3,,interac,desktop,web,newsletter,0,,failed,
aPnhbsrNawsr,2025-07-31 09:19:12,366,US,Seattle,1010,Électronique,Téléphones,19.46,1,,crypto,mobile,web,tiktok,0,,paid,
ayFrXDh5PIFY,2025-09-19 19:41:19,1772,FR,Lyon,1067,Maison,Cuisine,40.52,1,,card,mobile,app,friend,0,,paid,
F74t8mAJaGgl,2025-08-19 06:30:41,1906,CA,Québec,1165,Mode,Accessoires,30.16,5,ÉTÉ2025,interac,tablet,web,direct,0,,paid,
GFuSwvF6nqqI,2025-09-25 23:16:13,1722,MA,Marrakech,1010,Électronique,Téléphones,19.46,1,,card,desktop,web,friend,0,,paid,
vWJnWh65caR8,2025-09-03 11:49:10,1601,MA,Rabat,1131,Mode,Chaussures,25.39,5,,interac,mobile,web,direct,0,,paid,
pfDeGPBNLH4J,2025-09-04 15:19:38,30,MA,Rabat,1283,Beauté,Cheveux,13.21,2,WELCOME10,paypal,desktop,web,newsletter,0,,paid,"Promo appliquée, vérifier le cumul"
CU1kcF1MLHZj,2025-10-05 15:43:34,836,FR,Toulouse,1113,Maison,Literie,84.07,1,STUDENT,paypal,mobile,web,direct,0,,pending,
8guX6Z52f98I,2025-08-23 00:05:29,1289,MA,Rabat,1281,Beauté,Cheveux,34.16,1,WELCOME10,paypal,mobile,app,instagram,0,,paid,"Adresse incomplète, revoir 📦"
H4IFuLHsXt66,2025-07-31 17:00:52,127,FR,Toulouse,1215,Sport,Cyclisme,35.86,1,,crypto,desktop,web,tiktok,0,,paid,
GjuNhSPBjmas,2025-08-02 04:51:28,1409,US,San Francisco,1163,Mode,Accessoires,16.28,2,,card,desktop,web,tiktok,0,,paid,
MxkObv5bABpv,2025-09-06 18:12:22,545,FR,Paris,1209,Sport,Cyclisme,168.4,1,ÉTÉ2025,card,mobile,web,tiktok,0,,paid,"Paiement réessayé, ok"
QHmIIZ0QbyGg,2025-09-13 09:25:53,764,US,New York,1099,Maison,Décoration,21.82,1,,paypal,desktop,boutique,instagram,0,,paid,
Qu8JiZXVKuhi,2025-07-09 03:07:31,1219,DE,Berlin,1272,Beauté,Maquillage,43.89,5,STUDENT,interac,mobile,app,newsletter,0,,paid,
5zcKtPKopPYO,2025-07-19 19:08:01,1340,FR,Lyon,1228,Sport,Randonnée,17.16,1,,paypal,mobile,boutique,instagram,0,,pending,
NWjc6oQrYtJa,2025-10-11 03:43:28,1048,FR,Marseille,1281,Beauté,Cheveux,34.16,1,,paypal,desktop,web,instagram,0,,pending,"Paiement réessayé, ok"
vozrkxWRiwK5,2025-08-07 04:18:30,1191,MA,Rabat,1256,Beauté,Soins,46.22,3,BLACKFRIDAY,card,desktop,web,instagram,0,,paid,"Client a dit: ""excellent, merci !"""
LSmzQQseSjWH,2025-07-08 05:38:20,1031,MA,Casablanca,1110,Maison,Literie,9.4,5,,card,desktop,web,newsletter,0,,refunded,
osDL6k0gPIKI,2025-10-04 09:15:01,1265,MA,Casablanca,1180,Sport,Fitness,33.54,1,WELCOME10,interac,desktop,web,tiktok,0,,paid,
JG6YMWPbJb6g,2025-09-12 03:07:48,489,FR,Toulouse,1079,Maison,Cuisine,9.08,1,,card,desktop,web,tiktok,0,,paid,
txW5X1Wvgnlv,2025-08-03 08:40:18,1,MA,Rabat,1025,Électronique,Écouteurs,25.93,1,,card,mobile,web,google,0,,paid,
WRt5A5Xt0O2c,2025-07-15 11:51:05,1525,US,New York,1297,Beauté,Cheveux,28.61,3,,paypal,mobile,web,friend,0,,paid,
DsupCserhL9S,2025-09-18 05:27:28,1771,MA,Marrakech,1199,Sport,Fitness,13.85,1,,crypto,mobile,web,newsletter,0,,pending,
GRGAX5WmhFFM,2025-08-17 01:41:03,1169,MA,Casablanca,1059,Électronique,Tablettes,39.96,-3,,interac,tablet,web,direct,1,,pending,
neNo41eoPni6,2025-09-24 20:23:28,1843,DE,Munich,1294,Beauté,Cheveux,29.33,1,,interac,mobile,web,instagram,0,,paid,⚠️ Douanes: formulaire requis
PiGEU0lEnfuF,2025-09-15 10:15:52,1736,MA,Marrakech,1179,Mode,Accessoires,95.59,1,,card,mobile,marketplace,newsletter,0,,paid,
I9sgz2Ez6B86,2025-08-09 08:42:08,588,FR,Paris,1052,Électronique,Tablettes,17.49,1,WELCOME10,crypto,mobile,web,direct,0,,paid,
NDAN6q84kczp,2025-08-28 16:24:35,1387,CA,Ottawa,1268,Beauté,Maquillage,19.69,1,,paypal,mobile,web,direct,0,,paid,
0UFksEl54BSi,2025-08-15 14:16:24,1919,FR,Marseille,1297,Beauté,Cheveux,28.61,1,,card,desktop,app,tiktok,0,,paid,
DXAEQLjZIoKh,2025-08-27 15:35:16,367,DE,Munich,1137,Mode,Chaussures,20.88,1,,paypal,desktop,marketplace,google,0,,paid,"Livraison express, signature exigée"
mVbZzlwY67KB,2025-10-07 17:41:08,400,FR,Marseille,1204,Sport,Cyclisme,12.32,1,,paypal,desktop,web,newsletter,0,,paid,
nyqatcmUxQsF,2025-10-14 19:30:38,993,DE,Munich,1194,Sport,Fitness,26.75,5,WELCOME10,paypal,desktop,app,newsletter,0,,paid,
00BewhP9BZxh,2025-07-25 22:58:48,1003,FR,Paris,1005,Électronique,Téléphones,21.82,5,WELCOME10,interac,mobile,marketplace,direct,0,,paid,
kIZT6HnQJayW,2025-07-25 15:19:43,840,FR,Toulouse,1175,Mode,Accessoires,37.1,1,STUDENT,paypal,desktop,marketplace,tiktok,0,,paid,
5PXx7tPHlWzt,2025-09-20 09:49:30,800,DE,Hamburg,1286,Beauté,Cheveux,22.74,2,BLACKFRIDAY,crypto,mobile,boutique,google,0,,paid,
hlSySnlFeXkt,2025-07-22 11:36:06,1410,US,New York,1142,Mode,Vêtements,10.98,1,BLACKFRIDAY,paypal,mobile,web,google,0,,paid,
KirAtAflcDue,2025-08-29 12:33:50,433,FR,Toulouse,1270,Beauté,Maquillage,50.43,1,ÉTÉ2025,paypal,mobile,web,google,0,,paid,
a3a5lZV2cgAZ,2025-07-23 15:19:39,1957,DE,Berlin,1115,Maison,Literie,28.52,2,ÉTÉ2025,interac,mobile,marketplace,newsletter,0,,paid,
MT0QkQkuC7PA,2025-09-27 08:31:13,351,US,San Francisco,1059,Électronique,Tablettes,39.96,1,WELCOME10,paypal,mobile,web,google,0,,paid,⚠️ Douanes: formulaire requis
SmevRWExy4eQ,2025-09-06 10:52:34,1634,CA,Vancouver,1054,Électronique,Tablettes,41.08,2,,card,mobile,web,instagram,0,,paid,"Adresse incomplète, revoir 📦"
CDzizFSUERYH,2025-07-31 16:36:10,1845,FR,Paris,1238,Sport,Randonnée,17.62,1,ÉTÉ2025,interac,mobile,web,google,0,,failed,
XxDdvIR6fJ8L,2025-10-13 16:11:10,1411,FR,Toulouse,1019,Électronique,Téléphones,12.11,5,STUDENT,interac,mobile,app,direct,0,,paid,⚠️ Douanes: formulaire requis
CbKThWf2XV9R,2025-07-03 08:53:58,689,DE,Berlin,1125,Mode,Chaussures,73.35,2,,paypal,desktop,app,instagram,0,,pending,
E0XIvm82FOVV,2025-07-22 19:48:19,620,US,New York,1089,Maison,Décoration,31.71,1,WELCOME10,card,mobile,web,google,0,,paid,"Livraison express, signature exigée"
povhy2Ja2iD2,2025-07-06 23:30:58,1329,CA,Ottawa,1234,Sport,Randonnée,71.66,5,,paypal,mobile,web,direct,0,,pending,
R7u3u2NsZcxh,2025-08-07 05:33:05,774,FR,Marseille,1197,Sport,Fitness,26.49,1,,crypto,mobile,web,instagram,0,,paid,
oRyyWSM1ish8,2025-08-21 13:16:30,1083,FR,Toulouse,1200,Sport,Cyclisme,29.34,-1,ÉTÉ2025,paypal,mobile,web,newsletter,1,2025-09-03,paid,
jFm3CDxKYntN,2025-08-12 17:52:17,1903,MA,Casablanca,1281,Beauté,Cheveux,34.16,1,,interac,desktop,marketplace,friend,1,,paid,
39cIgf189O48,2025-07-10 12:25:54,1869,CA,Montréal,1218,Sport,Cyclisme,19.25,1,,card,desktop,web,newsletter,0,,paid,
hfmHnEJK1g2W,2025-07-30 07:37:48,1191,MA,Casablanca,1203,Sport,Cyclisme,41.55,1,WELCOME10,card,mobile,web,newsletter,0,,paid,
uQ82RwjqgWJq,2025-09-08 17:14:18,1119,MA,Marrakech,1242,Beauté,Soins,31.58,1,,interac,mobile,web,google,0,,paid,⚠️ Douanes: formulaire requis
nX8rvU1p3KVU,2025-09-02 16:21:37,1467,CA,Québec,1264,Beauté,Maquillage,21.62,2,STUDENT,interac,desktop,web,instagram,0,,paid,
neUBgkcQ4LmF,2025-07-03 13:30:38,1568,CA,Montréal,1235,Sport,Randonnée,33.68,1,,paypal,desktop,web,tiktok,0,,paid,
wc2tIcNKiDz3,2025-08-13 20:23:40,784,MA,Rabat,1178,Mode,Accessoires,21.49,1,,paypal,mobile,web,newsletter,0,,paid,
qP7lQY9cI1IR,2025-08-22 05:00:36,1838,CA,Québec,1214,Sport,Cyclisme,20.95,1,,paypal,mobile,web,google,0,,refunded,
yBhIuwoYlzw4,2025-09-05 05:57:06,1020,US,Seattle,1276,Beauté,Maquillage,27.1,2,,paypal,mobile,app,google,0,,paid,
pendh1sD02kP,2025-10-03 18:04:26,801,FR,Marseille,1121,Mode,Chaussures,15.57,3,,card,mobile,app,friend,0,,paid,
qwJ6wTzuS4g2,2025-07-02 17:38:25,1173,FR,Lyon,1265,Beauté,Maquillage,13.15,1,,paypal,desktop,marketplace,newsletter,0,,paid,
elDQCQ0Jusug,2025-09-14 21:43:09,118,US,New York,1107,Maison,Literie,26.77,1,,interac,mobile,marketplace,direct,0,,refunded,
9EEgusJxojqy,2025-07-30 23:38:13,1425,FR,Lyon,1237,Sport,Randonnée,26.93,5,BLACKFRIDAY,crypto,mobile,web,direct,0,,pending,"Promo appliquée, vérifier le cumul"
97C78jQePCck,2025-09-17 03:31:56,1713,CA,Montréal,1181,Sport,Fitness,15.98,3,,interac,desktop,boutique,newsletter,0,,paid,
nw3bifQhqmfR,2025-09-15 17:00:10,1069,FR,Paris,1067,Maison,Cuisine,40.52,3,STUDENT,card,tablet,web,instagram,0,,paid,
cvGmL9c1m8E3,2025-10-06 13:21:53,1156,CA,Vancouver,1213,Sport,Cyclisme,33.98,1,,card,mobile,marketplace,direct,0,,paid,
